peak_pos,onset,diastolic_notch,asp,adp,adn,rp,d1,d2,rd,rn,T1,T2,TP,ST,pi2pi_pr,pi2pi_po,area_peak,annotation
0.0,0.0,0.0,0.4155496288685242,0.6536943865002576,0.6520131033428488,0.8810970629594145,0.33579810743066285,0.5218016830755748,0.6193111925754101,0.8502929795890187,0.08016877637130802,0.3333333333333333,0.8269230769230769,0.19642857142857142,0.0,0.03895131086142322,0.0358437712085776,N
0.0004895233266606642,0.000498003617078903,0.0004892667115161153,0.414629281551841,0.6631565077034713,0.6533521124533245,0.8811925739812317,0.3343065487896042,0.5262562111193728,0.619243281170345,0.8503134887619291,0.08016877637130802,0.3118279569892473,0.8192307692307692,0.19871794871794873,0.08028673835125448,0.038202247191011236,0.03504466497183662,N
0.0009746759093332867,0.0009785334230322305,0.0009697965174694427,0.416397103672893,0.6657561768780634,0.6562009245809981,0.8812325835441839,0.3331086881028915,0.5258903999166609,0.6192654376064979,0.8503587316587276,0.0759493670886076,0.3118279569892473,0.823076923076923,0.19753086419753088,0.07956989247311828,0.04044943820224719,0.03558772479817359,N
0.0014729407239700342,0.0014721685873297396,0.0014721685873297396,0.42239325259947996,0.6622302066916553,0.6559467300660292,0.8812348699093332,0.336478414790277,0.5240736211323074,0.6192599954240375,0.8503565665355097,0.08016877637130802,0.3333333333333333,0.8269230769230769,0.19642857142857142,0.08172043010752689,0.039700374531835204,0.03745895269130032,N
0.00196683479461874,0.0019701722044086424,0.0019658037516272486,0.41821579308803364,0.6632240804830702,0.6550086117291366,0.8812177115213662,0.3349666069655751,0.5252327369934122,0.6192556184028111,0.8503408040971762,0.08016877637130802,0.3225806451612903,0.823076923076923,0.19753086419753088,0.08100358422939068,0.04044943820224719,0.036262439019736734,N
0.0024650996092554873,0.0024638073687061517,0.0024638073687061517,0.4187028552266107,0.6620400059980308,0.653431662905083,0.881208386841759,0.3364067691454018,0.525578378873823,0.6192310146485095,0.8503166196919562,0.08016877637130802,0.3333333333333333,0.8269230769230769,0.19642857142857142,0.08172043010752689,0.038202247191011236,0.0363313243179896,N
0.00295025219192811,0.0029530740802222667,0.002944337174659479,0.4127174122475875,0.6649800324599151,0.6532266664682805,0.8811991200848998,0.3333868808816546,0.5273604092505688,0.6192322412818968,0.8503105898265946,0.0759493670886076,0.3118279569892473,0.823076923076923,0.19753086419753088,0.07956989247311828,0.03670411985018727,0.034391441703202026,N
0.0034266632866246493,0.003433603886175594,0.003420498527831413,0.4137710660091065,0.6664344967371926,0.6555651139339822,0.8812221609575015,0.33219287866243885,0.5266786424051036,0.6192610608727428,0.8503479427168847,0.0759493670886076,0.3010752688172043,0.8192307692307692,0.19871794871794873,0.07813620071684588,0.03745318352059925,0.034344702996969255,N
0.00390744512530923,0.003914133692128922,0.0039010283337847403,0.41574013325752857,0.6652072573033788,0.6548017831590786,0.8812222677240162,0.3338090085295677,0.5264787181885596,0.6192449637004687,0.8503366716144104,0.0759493670886076,0.3010752688172043,0.8192307692307692,0.19871794871794873,0.07885304659498207,0.03745318352059925,0.034773292200299954,N
0.004388226963993811,0.004394663498082249,0.004381558139738067,0.4125383260618005,0.6624735437210636,0.6552577130949967,0.881170571102935,0.3317696654093858,0.5246517348593028,0.6193059823089302,0.8503426576534413,0.0759493670886076,0.3010752688172043,0.8192307692307692,0.19871794871794873,0.07885304659498207,0.33782771535580525,0.35559573941091766,N
0.0066216771418830915,0.0072734738810208205,0.00733026376717894,0.4629191481582867,0.6182122417131017,0.40559360261264416,0.8810651919169069,0.5456043951127663,0.659775159810964,0.6284761671594652,0.8470738064184336,0.7679324894514767,0.4731182795698925,0.25,0.1598360655737705,0.36630824372759857,0.1453183520599251,0.10897405861927618,V
0.007731846114845669,0.007963689420481054,0.007963689420481054,0.2967925910210511,0.4345004019464613,0.6190393874599974,0.8749693002572748,0.2975458102848735,0.4198633692602386,0.6203982183461688,0.849186678016322,0.3080168776371308,0.3333333333333333,0.6192307692307693,0.13461538461538464,0.182078853046595,0.06142322097378277,0.06273968093710293,N
0.008352491761147583,0.008356850170806503,0.008348113265243717,0.6214909563528939,0.6646725861169566,0.5439686303596973,0.8819825603792101,0.5259688986355651,0.5971956020812,0.5958073792225722,0.849428325707509,0.08016877637130802,0.3118279569892473,0.8192307692307692,0.19871794871794873,0.1017921146953405,0.15056179775280898,0.20589379949081452,N
0.010585941939036864,0.010602234900442962,0.010580392636535992,0.4185187280835925,0.7483383804898319,0.6395675209886023,0.8821251177054569,0.346700270088174,0.5829141329167564,0.6153231252185055,0.8501022188340734,0.08016877637130802,0.27956989247311825,0.8076923076923077,0.2028985507246377,0.17921146953405018,0.03520599250936329,0.0339321640386535,N
0.01105361154575732,0.011056553989707925,0.011043448631363743,0.4068924981246798,0.6604129668960406,0.6554533187175652,0.8811068458056865,0.32862959404100245,0.5233694886172083,0.6193677901599742,0.8503437429779057,0.0759493670886076,0.3010752688172043,0.8192307692307692,0.19871794871794873,0.07670250896057347,0.03445692883895131,0.03218560195044037,N
0.011516910408489733,0.01152397843731707,0.011506504626191495,0.41203432206742824,0.6695118049532516,0.656003482728818,0.881243842440099,0.3309434864605011,0.5281255090855005,0.619247334181002,0.8503543066674989,0.0759493670886076,0.2903225806451613,0.8153846153846154,0.2,0.07598566308243727,0.03445692883895131,0.03315061147261339,N
0.011980209271222148,0.011987034432144822,0.011969560621019247,0.4107248394600425,0.6679214144554819,0.656005569384952,0.8812174744188161,0.3302476237875936,0.5272312474650005,0.6192743009991571,0.8503539262819966,0.0759493670886076,0.2903225806451613,0.8153846153846154,0.2,0.07598566308243727,0.03445692883895131,0.03297329003119839,N
0.012443508133954562,0.012450090426972574,0.012432616615846999,0.4165541501559003,0.6714245666610866,0.6597965507208687,0.8812944016758124,0.3304970460419549,0.5267689955718787,0.6192804123023977,0.850414794215075,0.0759493670886076,0.2903225806451613,0.8153846153846154,0.2,0.07598566308243727,0.03445692883895131,0.03464768269652003,N
0.012906806996686976,0.012913146421800326,0.01290440951623754,0.3829340420807092,0.6593135267015735,0.6163469116802718,0.8808942704496773,0.34523673606720645,0.5478098967337279,0.6184773877700593,0.8496307551524622,0.08438818565400844,0.3118279569892473,0.8153846153846154,0.2,0.07598566308243727,0.11535580524344569,0.12969563866958855,N
0.013842146210127889,0.013834889958674436,0.01380431078920468,0.7032140300611012,0.691018023596993,0.6162948619290003,0.8822562351841885,0.5150909001723558,0.56564373448474,0.6135640785087252,0.8501072359577329,0.05063291139240506,0.25806451612903225,0.8269230769230769,0.19642857142857142,0.15340501792114694,0.12659176029962546,0.18245477027547416,N
0.014843046583389424,0.015328900809911146,0.0152895847348786,0.36276316962033606,0.6983045967359847,0.4659185603462147,0.8812197306157966,0.4472875014581952,0.6660893890618511,0.625739613163822,0.8465675540186585,0.5189873417721519,0.23655913978494625,0.3923076923076923,0.1568627450980392,0.16415770609318997,0.03745318352059925,0.0,N
0.015323828422074005,0.015328900809911146,0.0152895847348786,0.39259962389919256,0.6983045967359847,0.4659185603462147,0.8814421792269896,0.463107041355634,0.6660893890618511,0.6260412906704841,0.8470744445490427,0.05485232067510549,0.23655913978494625,0.8153846153846154,0.2,0.07885304659498207,0.1902621722846442,0.19210550599943155,N
0.016696242034319082,0.01691901762233852,0.016844753925054825,0.12957177703523126,0.5054317657186473,0.7888575907515519,0.9069546658410003,0.0816057636450646,0.35087564035619545,0.6214184571345956,0.8363395430999669,0.2320675105485232,0.15053763440860216,0.6230769230769231,0.13333333333333333,0.22508960573476702,0.04044943820224719,0.10467265147416634,N
0.017194506848955828,0.017500021842263905,0.01752623255895227,0.362000986105415,0.5379924380116083,0.469082004692648,0.8790183258399412,0.444512394662015,0.5740551461273591,0.6138896460638316,0.8466155336757474,0.4092827004219409,0.3978494623655914,0.55,0.14772727272727273,0.08172043010752689,0.017228464419475654,0.0,N
0.017557278599963286,0.017500021842263905,0.01752623255895227,0.40977455134146645,0.5379924380116083,0.469082004692648,0.8797793995917318,0.4698423421896668,0.5740551461273591,0.6131684551164353,0.847360806710978,0.05907172995780591,0.3978494623655914,0.8692307692307693,0.18803418803418803,0.05949820788530466,0.07041198501872659,0.0862610215190646,V
0.018230373174121697,0.018631451112644925,0.01865329337655189,0.4659623996376276,0.6262158082036983,0.47131567206560016,0.8811556197480498,0.4979594875999747,0.6221569111418087,0.6492955958111244,0.8479635055614366,0.4978902953586498,0.3870967741935484,0.4653846153846154,0.15404040404040406,0.11039426523297491,0.19775280898876405,0.12439739616978428,N
