peak_pos,onset,diastolic_notch,asp,adp,adn,rp,d1,d2,rd,rn,T1,T2,pi2pi_pr,pi2pi_po,annotation
74407,74331.0,74429.0,1.7071057926360258,-1.6027031422373308,0.5273613134844002,-0.9388423079289763,1.1797444791516256,-2.130064455721731,-0.5538538873706956,0.3089212840582514,0.171875,0.765625,0.9039999999999964,0.8600000000000136,N
74622,74665.0,74733.0,1.8191538999653927,-0.5854425116524757,-0.29873595718311974,-0.321821321254685,2.1178898571485125,-0.286706554469356,-7.386960026318054,-0.164216978667282,0.8671875,0.53125,0.8600000000000136,0.7719999999999914,N
74815,74768.0,74848.0,1.3566082373702335,-1.0384741640028057,0.4028617759369734,-0.7654930402131964,0.95374646143326,-1.4413359399397792,-0.6617100392800229,0.29696250165627436,0.2578125,0.625,0.7719999999999914,0.9120000000000346,N
75043,74983.0,75062.0,1.5649786710809872,-1.2454556212476378,0.9654692982228874,-0.7958291344554598,0.5995093728580998,-2.210924919470525,-0.2711577257004598,0.6169216974414118,0.1484375,0.6171875,0.9120000000000346,0.9199999999999591,N
75273,75218.0,75309.0,2.3466547720909556,-1.3954715018971473,-1.0948034062113863,-0.5946641655575655,3.4414581783023417,-0.300668095685761,-11.446037100987038,-0.466537907165559,0.28125,0.7109375,0.9199999999999591,0.9759999999999991,N
75517,75616.0,75660.0,1.9363529820543877,-0.8076370794280758,-0.921845065297287,-0.41709186646910185,2.858198047351675,0.11420798586921121,25.026253861309034,-0.47607284097512476,1.1171875,0.34375,0.9759999999999991,0.924000000000035,N
75748,75741.0,75787.0,0.9754932222170536,0.8512820802154439,0.04690894291388985,0.8726683700381755,0.9285842793031638,0.8043731373015541,1.1544198037471802,0.048087410394587346,0.3046875,0.359375,0.924000000000035,0.8959999999999582,N
75972,75910.0,75984.0,1.8985859732379384,-2.0959786284583504,1.2442851555706238,-1.1039682468968046,0.6543008176673146,-3.3402637840289744,-0.1958829781036356,0.6553746699437376,0.09375,0.578125,0.8959999999999582,0.9279999999999973,N
76204,76363.0,76452.0,1.103216152332083,-1.155852001606482,0.31833787625368853,-1.0477112750417334,0.7848782760783943,-1.4741898778601705,-0.532413285334497,0.28855440122115306,1.9375,0.6953125,0.9279999999999973,0.8480000000000132,N
76416,76363.0,76452.0,1.3865864619995734,-1.155852001606482,0.31833787625368853,-0.8335953316172199,1.0682485857458848,-1.4741898778601705,-0.7246343241051679,0.22958386294542266,0.28125,0.6953125,0.8480000000000132,0.7959999999999923,N
76615,76565.0,76648.0,1.3924719973707793,-1.1919976145153797,0.38644922209760535,-0.8560298639872623,1.0060227752731739,-1.5784468366129851,-0.6373497997765241,0.27752746398296435,0.2578125,0.6484375,0.7959999999999923,0.7520000000000095,N
76803,76755.0,76835.0,1.3875500034690547,-1.1967532101832017,0.4174784249163383,-0.86249375315568,0.9700715785527163,-1.61423163509954,-0.6009494284832906,0.300874508214182,0.25,0.625,0.7520000000000095,0.7680000000000291,N
76995,76946.0,77027.0,1.4133526584782437,-1.2101051994525744,0.4252202449661979,-0.8561948019084595,0.9881324135120457,-1.6353254444187724,-0.6042420589029898,0.3008592670876867,0.25,0.6328125,0.7680000000000291,0.7520000000000095,N
77183,77135.0,77214.0,1.396432855465668,-1.2006368246800216,0.43188110205414915,-0.8597884387929599,0.9645517534115189,-1.6325179267341707,-0.5908368524571679,0.3092745206930339,0.2421875,0.6171875,0.7520000000000095,0.7239999999999895,N
77364,77318.0,77395.0,1.3871517989681827,-1.1887282311724563,0.44178331707637725,-0.8569561255348394,0.9453684818918056,-1.6305115482488335,-0.5797987036075455,0.31848231563769214,0.2421875,0.6015625,0.7239999999999895,0.7239999999999895,N
77545,77499.0,77576.0,1.395801835269993,-1.1974578655065693,0.46198222427847274,-0.8578996210267501,0.9338196109915202,-1.659440089785042,-0.5627317411094268,0.33097980859805254,0.2421875,0.6015625,0.7239999999999895,0.7719999999999914,N
77738,77689.0,77771.0,1.4304698220502794,-1.2160497396938557,0.4144527568170451,-0.8501051339558514,1.0160170652332343,-1.6305024965109007,-0.6231312539584583,0.28973191215108174,0.2578125,0.640625,0.7719999999999914,0.7440000000000282,N
77924,77877.0,77956.0,1.3787975166610036,-1.209773210631351,0.42885806926657805,-0.8774117997840799,0.9499394473944256,-1.638631279897929,-0.5797151922143203,0.3110377441824322,0.25,0.6171875,0.7440000000000282,0.7719999999999914,N
78117,78068.0,78154.0,1.1702580239136147,-1.1208069207587499,0.32484817690046447,-0.9577434188492134,0.8454098470131501,-1.4456550976592144,-0.5847935986820276,0.27758679732363356,0.2890625,0.671875,0.7719999999999914,0.9079999999999586,N
78344,78287.0,78381.0,1.3723726637032962,-1.1862019129753167,0.2698162154780587,-0.8643438800175423,1.1025564482252377,-1.4560181284533753,-0.7572408795461943,0.19660564700405042,0.2890625,0.734375,0.9079999999999586,0.76400000000001,N
78535,78488.0,78577.0,1.0600998076224768,-1.0841778144438872,0.21880574630014477,-1.022712962164771,0.8412940613223321,-1.3029835607440319,-0.6456674409936031,0.206401081036764,0.328125,0.6953125,0.76400000000001,1.032000000000039,N
78793,78730.0,78833.0,1.2862110064321581,-1.1793156181949234,0.19149167275621873,-0.9168912505781196,1.0947193336759393,-1.3708072909511422,-0.7985946244248251,0.14888044947415013,0.3125,0.8046875,1.032000000000039,0.9159999999999968,N
79022,78966.0,79060.0,1.3480615337180262,-1.1789045093507065,0.2547537086775625,-0.8745183212069144,1.0933078250404638,-1.4336582180282689,-0.762600047411653,0.1889778042808907,0.296875,0.734375,0.9159999999999968,0.7999999999999545,N
79222,79172.0,79256.0,1.3799383250937405,-1.1664747306950398,0.35794294986163744,-0.8453093225132363,1.0219953752321032,-1.5244176805566774,-0.6704168996904426,0.25939054184709454,0.265625,0.65625,0.7999999999999545,0.7600000000000477,N
79412,79364.0,79444.0,1.3440943057562347,-1.2191869647415916,0.39997067163663047,-0.9070695110605608,0.9441236341196042,-1.619157636378222,-0.5830955633396183,0.29757634559101337,0.25,0.625,0.7600000000000477,0.7559999999999718,N
79601,79552.0,79651.0,2.8677626867107793,-3.371647766386653,0.23060321253469163,-1.1757066866135328,2.6371594741760878,-3.6022509789213446,-0.73208654522061,0.08041223689927608,0.390625,0.7734375,0.7559999999999718,0.7479999999999905,N
79788,79949.0,80020.0,3.2575007702487255,-1.9092772327835534,0.7345752294823136,-0.5861172007145131,2.522925540766412,-2.6438524622658672,-0.954261093148966,0.2255027032353473,1.8125,0.5546875,0.7479999999999905,0.73599999999999,N
79972,79949.0,80020.0,-0.1014479109092978,-1.9092772327835534,0.7345752294823136,18.820271562719448,-0.8360231403916114,-2.6438524622658672,0.31621399163670144,-7.240910363734153,0.375,0.5546875,0.73599999999999,0.7120000000000459,N
80150,80189.0,80243.0,0.5631396040098836,-1.4747298491775935,0.8311847210330323,-2.618764225916014,-0.2680451170231487,-2.305914570210626,0.1162424317387721,1.4759834242069116,0.7265625,0.421875,0.7120000000000459,0.6959999999999695,N
80324,80352.0,80396.0,1.4356673814418028,-0.6693916468569577,0.026693540843075445,-0.46625817059708174,1.4089738405987273,-0.6960851877000331,-2.024139955131328,0.01859312344079854,0.5625,0.34375,0.6959999999999695,0.7400000000000091,N
80509,80647.0,80704.0,1.8847347131307575,-1.5723003700613056,0.8893893719756384,-0.834229007991017,0.9953453411551191,-2.461689742036944,-0.40433419539357257,0.4718910124482517,1.5234375,0.4453125,0.7400000000000091,0.7520000000000095,N
80697,80792.0,80888.0,1.9868758419138883,-1.9059303588240772,-1.0641834020315666,-0.9592599188221851,3.051059243945455,-0.8417469567925107,-3.6246751108807826,-0.5356063924993298,1.4921875,0.75,0.7520000000000095,0.9399999999999977,N
80932,81002.0,81060.0,0.5938610206952237,-2.155172758967537,0.7043885200687102,-3.6290860720990077,-0.11052749937348649,-2.8595612790362472,0.038651907963566136,1.1861167773633192,1.0,0.453125,0.9399999999999977,0.9399999999999977,N
81167,81210.0,81268.0,0.7041778648621458,-0.8739935121354169,-0.5326982742449574,-1.241154480631843,1.2368761391071033,-0.34129523789045946,-3.6240650375089185,-0.7564825604809968,0.7890625,0.453125,0.9399999999999977,0.8279999999999745,N
81374,81383.0,81420.0,1.6763547836400867,1.5618902661847125,-0.14565087793101497,0.9317182027501227,1.8220056615711018,1.7075411441157275,1.0670347053421376,-0.0868854727844331,0.359375,0.2890625,0.8279999999999745,0.8160000000000309,N
81578,81607.0,81642.0,0.7305357562697405,-0.6163489952411926,0.16263709117628175,-0.8436944940086053,0.5678986650934588,-0.7789860864174744,-0.7290228606074364,0.22262714696777988,0.5,0.2734375,0.8160000000000309,0.8159999999999741,N
81782,81845.0,81914.0,1.8763062067634317,-3.278249823302971,1.1804221574615281,-1.7471827420737722,0.6958840493019036,-4.458671980764499,-0.15607428676163457,0.6291202114060682,1.03125,0.5390625,0.8159999999999741,0.8640000000000327,N
81998,81948.0,82063.0,-0.4537288001138626,-3.317422690548056,1.069175518772169,7.311465989629827,-1.5229043188860316,-4.386598209320225,0.34717205593398315,-2.356419778739769,0.5078125,0.8984375,0.8640000000000327,0.7959999999999923,N
82197,82269.0,82306.0,0.61570637169452,-0.1255977846334803,0.9032743388299714,-0.20398974317549387,-0.2875679671354514,-1.0288721234634517,0.2794982588967642,1.4670537456742887,0.8515625,0.2890625,0.7959999999999923,0.7919999999999732,N
82395,82546.0,82590.0,1.4542690385896784,-1.1405580027843023,0.20450878172237483,-0.7842826688316167,1.2497602568673036,-1.345066784506677,-0.9291436464440473,0.14062651152960215,1.5234375,0.34375,0.7919999999999732,0.9399999999999977,N
82630,82711.0,82765.0,0.3954301222613546,0.46145406714957976,-2.9440526168262813,1.1669674138901018,3.339482739087636,3.405506683975861,0.9806125927754329,-7.44519056866499,1.0546875,0.421875,0.9399999999999977,0.9080000000000155,N
82857,82878.0,82910.0,1.6128809236681843,0.4460827025138533,1.3248234088441906,0.27657509985258233,0.28805751482399367,-0.8787407063303373,-0.3278071821970504,0.821401871274624,0.4140625,0.25,0.9080000000000155,0.9080000000000155,N
83084,83256.0,83317.0,2.221015119671591,0.021929011257542076,0.07136571938404486,0.009873418268662934,2.149649400287546,-0.04943670812650278,-43.48285882601332,0.03213202771649628,1.8203125,0.4765625,0.9080000000000155,0.896000000000015,N
83308,83460.0,83549.0,1.5558358283628477,-2.675530525752783,1.238662917291486,-1.7196740664907757,0.3171729110713617,-3.914193443044269,-0.08103148597190436,0.7961398591745301,1.8828125,0.6953125,0.896000000000015,0.8759999999999764,N
83527,83460.0,83549.0,4.116684715777866,-2.675530525752783,1.238662917291486,-0.6499235939780318,2.8780217984863796,-3.914193443044269,-0.7352783760855709,0.30088845826451277,0.171875,0.6953125,0.8759999999999764,0.8919999999999959,N
83750,83763.0,83862.0,2.739213616694395,0.7873603450489187,-2.139217173193634,0.2874402858726596,4.878430789888029,2.926577518242553,1.6669405677720057,-0.780960331153428,0.875,0.7734375,0.8919999999999959,0.9080000000000155,N
83977,84057.0,84114.0,2.553560858142357,-1.7190174888162557,-0.3027452157860266,-0.6731844605680525,2.8563060739283834,-1.416272273030229,-2.0167775139854185,-0.11855805778847392,1.0703125,0.4453125,0.9080000000000155,0.9039999999999964,N
84203,84320.0,84377.0,2.1996452961381268,1.1197697406254679,-2.3835388787489045,0.5090683223297071,4.583184174887031,3.5033086193743723,1.3082444833836835,-1.08360147107974,1.359375,0.4453125,0.9039999999999964,0.8759999999999764,N
84422,84457.0,84523.0,0.5148786772081698,-1.1469520460855882,-0.7230423346680802,-2.22761612950203,1.23792101187625,-0.423909711417508,-2.9202468793101644,-1.4042965200824349,0.7890625,0.515625,0.8759999999999764,0.79200000000003,N
84620,84630.0,84741.0,0.8487767308834676,-0.5326316454911807,-1.4609409056484157,-0.6275285668314441,2.3097176365318832,0.928309260157235,2.488090699580728,-1.721231099405569,0.9453125,0.8671875,0.79200000000003,0.9199999999999591,N
84850,84892.0,84933.0,-0.31191781916234024,0.46594385120203824,2.796028977845972,-1.493803247449399,-3.1079467970083123,-2.3300851266439335,1.3338340138176616,-8.9639924559448,0.6484375,0.3203125,0.9199999999999591,0.8640000000000327,N
85066,85225.0,85313.0,1.99555799596417,-1.2555466948577496,0.36413121786827707,-0.6291707369051542,1.6314267780958929,-1.6196779127260266,-1.0072538282318688,0.18247087712043372,1.9296875,0.6875,0.8640000000000327,0.8480000000000132,N
85278,85225.0,85313.0,1.3771079186662771,-1.2555466948577496,0.36413121786827707,-0.9117271622936719,1.0129767007980002,-1.6196779127260266,-0.625418605044192,0.2644173437191012,0.2734375,0.6875,0.8480000000000132,0.8159999999999741,N
85482,85431.0,85516.0,1.3979617608306096,-1.2061185350648977,0.3860185810236313,-0.8627693323659105,1.0119431798069782,-1.5921371160885291,-0.6355879588392876,0.2761295708076274,0.265625,0.6640625,0.8159999999999741,0.7760000000000105,N
85676,85627.0,85709.0,1.3599097633820096,-1.230552498955644,0.417500644759388,-0.9048780530079714,0.9424091186226217,-1.6480531437150319,-0.571831753251748,0.30700613820220707,0.2578125,0.640625,0.7760000000000105,0.9279999999999973,N
85908,85850.0,85945.0,1.4054353858063868,-1.1930711122136737,0.30573700920222957,-0.8488978748241305,1.0996983766041573,-1.4988081214159032,-0.7337152507322201,0.2175390005758315,0.2890625,0.7421875,0.9279999999999973,0.8079999999999927,N
86110,86060.0,86145.0,1.3416529794251577,-1.2097935075585773,0.36407539379384524,-0.901718645664189,0.9775775856313125,-1.5738689013524225,-0.6211302509321341,0.2713633103172747,0.2734375,0.6640625,0.8079999999999927,0.9440000000000168,N
86346,86287.0,86384.0,1.3687185013436804,-1.1917593817083119,0.28421540567901205,-0.8707118231676955,1.0845030956646684,-1.475974787387324,-0.7347707460399011,0.20765073709458579,0.296875,0.7578125,0.9440000000000168,0.8639999999999759,N
86562,86508.0,86598.0,1.3584782285424715,-1.2112618517078673,0.33214849970295524,-0.8916314050961608,1.0263297288395163,-1.5434103514108224,-0.6649752788695206,0.24450042166617686,0.28125,0.703125,0.8639999999999759,0.8799999999999955,N
86782,86727.0,86819.0,1.3685193227240615,-1.234615975151158,0.3210797407136776,-0.9021545802463596,1.047439582010384,-1.5556957158648357,-0.6732933512181691,0.23461834654593172,0.2890625,0.71875,0.8799999999999955,0.9279999999999973,N
87014,86956.0,87052.0,1.3681010219079432,-1.2128215774412374,0.2809885771895959,-0.8865000157297198,1.0871124447183473,-1.4938101546308333,-0.7277447146468263,0.20538583970775154,0.296875,0.75,0.9279999999999973,0.8400000000000318,N
87224,87172.0,87260.0,1.3735040494238393,-1.2003612007229543,0.3428008978361829,-0.8739407803176733,1.0307031515876564,-1.5431620985591372,-0.6679163210073862,0.2495812793416822,0.28125,0.6875,0.8400000000000318,0.8319999999999936,N
87432,87380.0,87467.0,1.3884905166607218,-1.2261701256338517,0.3801755153845088,-0.8830957870585636,1.008315001276213,-1.6063456410183605,-0.6277073722670176,0.27380490599159407,0.2734375,0.6796875,0.8319999999999936,0.8600000000000136,N
87647,87593.0,87682.0,1.40470148385402,-1.221806119108095,0.355270799179469,-0.8697976994769574,1.049430684674551,-1.577076918287564,-0.6654277115500831,0.2529155149781202,0.2734375,0.6953125,0.8600000000000136,0.7959999999999923,N
87846,87796.0,87880.0,1.3861508237889997,-1.2041768661298058,0.3800760979637655,-0.8687199440809956,1.006074725825234,-1.5842529640935714,-0.6350467688099662,0.2741953411136311,0.265625,0.65625,0.7959999999999923,0.7760000000000105,N
88040,87991.0,88073.0,1.3985263055316592,-1.1992437930516364,0.3904912822120743,-0.8575053528190417,1.008035023319585,-1.5897350752637107,-0.6340899430380679,0.27921625833389413,0.2578125,0.640625,0.7760000000000105,0.7399999999999523,N
88225,88178.0,88256.0,1.382161372608457,-1.201672056244921,0.4596941523693252,-0.8694151638582469,0.9224672202391317,-1.6613662086142462,-0.5552461675554159,0.3325907969065699,0.2421875,0.609375,0.7399999999999523,0.8080000000000496,N
88427,88376.0,88461.0,1.4403048560070704,-1.2157602433288235,0.395441754216467,-0.8440992462521111,1.0448631017906034,-1.6112019975452905,-0.6484991350448177,0.27455420466521413,0.265625,0.6640625,0.8080000000000496,0.7679999999999723,N
88619,88570.0,88652.0,1.342001379475684,-1.2431725164328027,0.39486201188136866,-0.9263571077091639,0.9471393675943154,-1.6380345283141713,-0.5782169735879074,0.2942336855388629,0.2578125,0.640625,0.7679999999999723,0.9759999999999991,N
88863,88802.0,88902.0,1.4072563860759386,-1.138201955876993,0.35190871161212817,-0.8088092313091646,1.0553476744638104,-1.4901106674891211,-0.7082344268040851,0.2500672337280397,0.3046875,0.78125,0.9759999999999991,0.8999999999999773,N
89088,89037.0,89114.0,5.129268824053408,-2.5883142320891697,-1.0969514559991775,-0.5046166073323005,6.226220280052586,-1.4913627760899921,-4.174852946495214,-0.2138611746873331,0.203125,0.6015625,0.8999999999999773,0.8240000000000123,N
89294,89249.0,89300.0,2.216480725609336,-3.0804679996321296,1.4421141823688135,-1.3898013928297408,0.7743665432405225,-4.522582182000943,-0.17122221599916101,0.6506324037500303,0.046875,0.3984375,0.8240000000000123,0.7599999999999909,N
89484,89507.0,89572.0,2.3839926733366346,-0.8124105311326417,-2.386022227972782,-0.3407772768007682,4.770014901309416,1.5736116968401404,3.031252824879066,-1.0008513258697675,0.6875,0.5078125,0.7599999999999909,0.7760000000000105,N
89678,89635.0,89736.0,2.7845033853456953,-3.3872890860314127,-0.1963169567975579,-1.2164787099409045,2.9808203421432533,-3.1909721292338546,-0.93414176665308,-0.07050340029419114,0.453125,0.7890625,0.7760000000000105,0.7599999999999909,N
89868,89861.0,89900.0,1.4049293596958743,-0.41535343090420923,-0.710454249970237,-0.2956400818572978,2.1153836096661114,0.29510081906602775,7.168342047850439,-0.5056868126978493,0.25,0.3046875,0.7599999999999909,0.7400000000000091,N
90053,90147.0,90188.0,3.1904313743331536,-5.490219804050688,1.3666695876876038,-1.72083933483704,1.8237617866455498,-6.856889391738292,-0.2659750919772686,0.4283651416803339,1.0546875,0.3203125,0.7400000000000091,0.7560000000000286,N
90242,90281.0,90333.0,0.4340995023139752,-4.39124045867244,-1.0538337299520133,-10.115746355996388,1.4879332322659886,-3.3374067287204268,-0.44583515082576325,-2.427631739577064,0.7109375,0.40625,0.7560000000000286,0.7559999999999718,N
90431,90403.0,90501.0,0.7196548476608265,-3.0755284144650235,-2.2962596550031753,-4.2736159208289255,3.015914502664002,-0.7792687594618481,-3.870185306474687,-3.1907791109404195,0.546875,0.765625,0.7559999999999718,0.7560000000000286,N
90620,90572.0,90652.0,1.4895917191183488,-1.033674190923051,0.4564488527556791,-0.6939312146115153,1.0331428663626696,-1.49012304367873,-0.6933272193496893,0.3064254767916134,0.25,0.625,0.7560000000000286,0.7400000000000091,N
90805,90758.0,90836.0,1.3906623269842322,-1.2038636516671335,0.4404357757584552,-0.8656764681889476,0.950226551225777,-1.6442994274255887,-0.577891432288283,0.31670936014609463,0.2421875,0.609375,0.7400000000000091,0.7399999999999523,N
90990,90943.0,91022.0,1.405038448086038,-1.2074955624506574,0.44327714333524937,-0.8594039288359147,0.9617613047507887,-1.6507727057859067,-0.5826127978611746,0.31549111267317087,0.25,0.6171875,0.7399999999999523,0.7600000000000477,N
91180,91132.0,91212.0,1.4118515402749119,-1.2102110267193689,0.4329544116084885,-0.8571800874217411,0.9788971286664234,-1.6431654383278573,-0.5957386309576858,0.3066571797798123,0.25,0.625,0.7600000000000477,0.7399999999999523,N
91365,91318.0,91396.0,1.391319029892473,-1.1929250874854502,0.42851939147281554,-0.8574058586531693,0.9627996384196573,-1.6214444789582658,-0.5937913082526453,0.3079950624307448,0.2421875,0.609375,0.7399999999999523,0.7200000000000273,N
91545,91499.0,91575.0,1.3886263352499175,-1.1845975655561838,0.4504974309893941,-0.8530715106616398,0.9381289042605234,-1.6350949965455779,-0.5737458106363751,0.32441947812282845,0.234375,0.59375,0.7200000000000273,0.7040000000000077,N
91721,91676.0,91751.0,1.379708385964425,-1.1743197475701717,0.43262573903095036,-0.8511361962544821,0.9470826469334747,-1.6069454866011221,-0.5893682485375813,0.3135631727921565,0.234375,0.5859375,0.7040000000000077,0.6759999999999877,N
91890,91847.0,91920.0,1.358067777647235,-1.157987439506088,0.426554961769616,-0.8526727889179632,0.9315128158776189,-1.5845424012757041,-0.5878749695354725,0.3140895975814955,0.234375,0.5703125,0.6759999999999877,0.660000000000025,N
92055,92013.0,92083.0,1.346329220489025,-1.1383054550589151,0.456335057799233,-0.8454881894678408,0.8899941626897919,-1.594640512858148,-0.5581158609187811,0.3389475997805939,0.21875,0.546875,0.660000000000025,0.6399999999999864,N
92215,92174.0,92243.0,1.3344696328840362,-1.1267441926064428,0.44295517240743615,-0.8443385782944642,0.8915144604766001,-1.5696993650138789,-0.5679523610361641,0.3319334973926143,0.21875,0.5390625,0.6399999999999864,0.632000000000005,N
92373,92332.0,92400.0,1.3327061496503685,-1.1380169001066867,0.49547783752548824,-0.8539143459383316,0.8372283121248802,-1.633494737632175,-0.5125381140428287,0.3717832604400268,0.2109375,0.53125,0.632000000000005,0.6800000000000068,N
92543,92498.0,92579.0,1.050179450080801,-1.0421121995053046,0.34541415195961306,-0.9923182170676872,0.704765298121188,-1.3875263514649177,-0.5079293069836933,0.32890964675897705,0.28125,0.6328125,0.6800000000000068,0.8759999999999764,N
92762,92707.0,92799.0,1.336307736441802,-1.2028789834470248,0.2815773640692653,-0.9001511782382859,1.0547303723725365,-1.4844563475162902,-0.7105162601360779,0.21071296408043239,0.2890625,0.71875,0.8759999999999764,1.02800000000002,N
93019,92956.0,93080.0,1.2523394999995132,-1.1594658939086016,0.17972226481632142,-0.9258399131457982,1.0726172351831917,-1.339188158724923,-0.8009458776908985,0.1435092199969667,0.4765625,0.96875,1.02800000000002,1.1200000000000045,N
93299,93350.0,93449.0,1.3546197604531645,-4.287839306453759,-1.1838281254841023,-3.1653453106422553,2.538447885937267,-3.104011180969657,-0.8177959865287229,-0.873919132176304,1.171875,0.7734375,1.1200000000000045,1.0839999999999463,N
93570,93652.0,93743.0,1.6745932427996844,-2.6812814090413557,-1.0347189746148813,-1.601153844714332,2.7093122174145656,-1.6465624344264744,-1.645435460428359,-0.6178927205540234,1.3515625,0.7109375,1.0839999999999463,0.9600000000000364,N
93810,93839.0,93886.0,1.867225340632527,-0.4451134103108489,-0.5463247027574154,-0.23838226732723414,2.413550043389942,0.10121129244656651,23.846647790454327,-0.2925863798379828,0.59375,0.3671875,0.9600000000000364,0.9800000000000182,N
94055,94121.0,94166.0,0.27209618081706605,-3.2089017436949328,2.4848052600330077,-11.793262713423827,-2.2127090792159416,-5.6937070037279405,0.3886236291693928,9.132084296705274,0.8671875,0.3515625,0.9800000000000182,0.9759999999999991,N
94299,94307.0,94345.0,-0.4005224688361642,-1.4024089007599034,0.8278633982866562,3.5014487572570268,-1.2283858671228205,-2.2302722990465598,0.5507784263150086,-2.0669586919611693,0.359375,0.296875,0.9759999999999991,0.9919999999999618,N
94547,94730.0,94813.0,0.1439038777917304,-3.1613969934124544,1.0944558979972412,-21.96881030536154,-0.9505520202055108,-4.255852891409695,0.22335170985918476,7.605464945018566,2.078125,0.6484375,0.9919999999999618,1.0080000000000382,N
94799,94730.0,94813.0,4.747631640562408,-3.1613969934124544,1.0944558979972412,-0.6658892754868305,3.6531757425651668,-4.255852891409695,-0.8583886322619343,0.23052670907458844,0.109375,0.6484375,1.0080000000000382,1.0599999999999454,N
95064,95164.0,95215.0,2.59622749724983,-0.3371348220244138,-2.9940181886007395,-0.1298556549383823,5.59024568585057,2.656883366576326,2.1040613811565954,-1.1532187344030087,1.1796875,0.3984375,1.0599999999999454,1.0080000000000382,N
95316,95266.0,95365.0,5.827662191400018,-2.4449222251061062,-1.7461064357717218,-0.41953739678221574,7.57376862717174,-0.6988157893343845,-10.83800443946134,-0.2996238248587026,0.3828125,0.7734375,1.0080000000000382,1.0639999999999645,N
95582,95620.0,95667.0,1.8792332267037029,-3.3136024895087997,-0.1888740092085536,-1.7632736812136265,2.0681072359122563,-3.124728480300246,-0.6618518213504228,-0.10050589066044287,0.6640625,0.3671875,1.0639999999999645,1.0640000000000214,N
95848,95888.0,95914.0,-0.2601811496674835,-1.1183711282117301,2.66650973450534,4.298432571464265,-2.9266908841728236,-3.7848808627170705,0.7732583905089753,-10.24866612324986,0.515625,0.203125,1.0640000000000214,0.9680000000000177,N
96090,96127.0,96182.0,-0.035355369902358186,-3.1331103632372943,-1.6271259448925102,88.61766605440938,1.591770574990152,-1.5059844183447841,-1.0569635087856053,46.02203143076101,0.71875,0.4296875,0.9680000000000177,0.9279999999999973,N
96322,96282.0,96340.0,0.7731449982463814,-1.5100174871758496,-2.4381645903210996,-1.9530844674683467,3.211309588567481,0.92814710314525,3.4599144658052428,-3.1535670486794243,0.140625,0.453125,0.9279999999999973,0.8720000000000141,N
96540,96566.0,96612.0,1.9044460144679216,-2.550425121938336,-0.8613500970888045,-1.339195284383471,2.765796111556726,-1.6890750248495316,-1.6374619663819328,-0.4522838088059193,0.5625,0.359375,0.8720000000000141,0.7999999999999545,N
96740,96688.0,96784.0,2.901808527977181,-0.9705999812110396,-0.9135734731361211,-0.3344810561597027,3.815382001113302,-0.05702650807491849,-66.9054117096009,-0.31482899864966735,0.34375,0.75,0.7999999999999545,0.867999999999995,N
96957,97027.0,97080.0,0.8307674108114045,-0.7999393486230963,-3.4597563325163687,-0.9628920660739465,4.290523743327773,2.6598169838932724,1.6130898363719652,-4.164530634557812,0.9609375,0.4140625,0.867999999999995,0.9920000000000186,N
97205,97275.0,97336.0,0.862724524778581,-2.3175055280273136,-0.3851871275737625,-2.6862636466977725,1.2479116523523435,-1.9323184004535512,-0.6458105724498795,-0.44647754469785256,1.0234375,0.4765625,0.9920000000000186,0.924000000000035,N
97436,97478.0,97539.0,1.269218507201308,-2.312095870718888,-1.664290740767324,-1.8216688912117882,2.933509247968632,-0.6478051299515639,-4.528382243882461,-1.3112720397035262,0.8046875,0.4765625,0.924000000000035,0.9639999999999986,N
97677,97620.0,97710.0,4.212744062920131,-3.699167420679176,-0.20286383846287628,-0.8780897594132596,4.415607901383008,-3.4963035822162998,-1.2629360687792341,-0.048154797783337915,0.2578125,0.703125,0.9639999999999986,0.9919999999999618,N
97925,97955.0,98024.0,-1.0046417849728833,-3.266936877594352,-0.11021470183063029,3.2518425238330413,-0.8944270831422529,-3.156722175763722,0.28334045042334444,0.10970547261639645,0.7734375,0.5390625,0.9919999999999618,1.1200000000000045,N
98205,98218.0,98312.0,-0.14852186355503894,-1.8890538786995887,-2.484342874345406,12.719028925997463,2.335821010790367,0.5952889956458174,3.923843759712508,16.727118922964248,0.8359375,0.734375,1.1200000000000045,1.0439999999999827,N
98466,98485.0,98553.0,1.4118158838856796,-1.9334997804613911,0.512605412534917,-1.3695126981713108,0.8992104713507626,-2.446105192996308,-0.3676090766355361,0.3630823384166038,0.6796875,0.53125,1.0439999999999827,1.0720000000000027,N
98734,98727.0,98779.0,1.6884888663813253,0.959870821662695,-2.044130320696937,0.5684792128477792,3.7326191870782623,3.0040011423596322,1.2425491902930181,-1.2106270650619109,0.3515625,0.40625,1.0720000000000027,1.0440000000000396,N
98995,99080.0,99147.0,2.98185135443796,-3.7627853326261116,1.8860508615686962,-1.2618956766660647,1.095800492869264,-5.648836194194808,-0.1939869479655642,0.6325100205822272,1.1875,0.5234375,1.0440000000000396,0.9919999999999618,N
99243,99192.0,99262.0,2.184406517704284,-3.5732399602138707,0.5197906832080547,-1.6357944051408482,1.6646158344962294,-4.093030643421925,-0.4066951800547843,0.2379551054234777,0.1484375,0.546875,0.9919999999999618,0.9960000000000377,N
