asp,adp,adn,rp,d1,d2,rd,rn,T1,T2,TP,ST,pi2pi_pr,pi2pi_po,area_peak,annotation
0.03215496949666647,0.9691110924369606,0.48984129716807934,0.11523798671050071,0.37000727733849237,0.6496807252328007,0.4716905652528478,0.05011158516452349,0.012448132780089218,0.7720588235293945,1.0,0.799052974252949,0.0,0.018327605956471996,0.0013959137634777345,N
0.02439834280864354,0.9559029980580258,0.47172536153722405,0.1137817457823037,0.37953111181527277,0.655697378919908,0.4776135754266534,0.048518857588031976,0.07607192254495748,0.6948529411764508,0.9296148738379814,0.8660470202297774,0.04227975414416115,0.028445971744940925,0.0021032984545151707,N
0.017914923102153677,0.9609320236532695,0.48925103086383653,0.11267787179357316,0.36391225960503226,0.6458429693008237,0.4732955594346004,0.050856184912583195,0.0899031811894941,0.18014705882349366,0.8543603364320493,0.7253705318224305,0.05215123859191683,0.00744558991981673,0.0,N
0.029907574361976497,0.9609320236532695,0.48925103086383653,0.11465704811885268,0.36940415657363507,0.6458429693008237,0.47259248214941085,0.050107364308120066,0.011526048870453458,0.18014705882349366,0.9296148738379814,0.8660470202297774,0.03166325200223523,0.01832760595647201,0.001175320176543319,N
0.0289470369466626,0.9585361855187658,0.47932547819097027,0.1144372982405831,0.37612844946692414,0.6516594186575619,0.4641077259062476,0.049453988266241075,0.07238358690641437,0.6764705882352737,0.9309428950863214,0.8616024973986914,0.042279754144161165,0.016800305460099297,0.0016144165462717085,N
0.026803745252653343,0.9551282415819925,0.48466038940213174,0.11399639703343228,0.371296270597392,0.6460886565892564,0.47231979743164043,0.04980130170565658,0.061318579990785195,0.22794117647055404,0.8875608676405488,0.6236559139788833,0.040789718755820645,0.018518518518518573,0.0019081039209673223,N
0.002596380887723398,0.9549409042850575,0.47864471839040207,0.11661106078119014,0.36455283432560776,0.650272273936908,0.4732776328771704,0.050474515950001166,0.0663900414937819,0.3272058823529098,0.8946436476316953,0.5032258064521233,0.0424660085677037,0.0148911798396335,0.0021262257048300023,N
0.021684696509703665,0.95125116784127,0.4755538643743579,0.11254471507643335,0.37552505539086567,0.6505511370529135,0.46889495374528994,0.048528909294360566,0.06362378976487458,0.20588235294114157,0.8826914563966356,0.6588881262872437,0.03892717452039508,0.051546391752577525,0.00251258163468854,N
0.042641642872474614,0.9613388362695453,0.48859220772374434,0.11494055444622925,0.37571110870381,0.6465236073884505,0.47163314910371357,0.04998318163010669,0.01429230059936088,0.20955882352937738,0.9305002213368746,0.8630354309890417,0.07468802384056658,0.11321114929362414,0.012265034658696737,N
0.055680969456499876,0.9129181079595948,0.5001782433262272,0.1137467695297633,0.3733196394561567,0.6130715616580128,0.4729881431379891,0.05022729269925903,0.0036883356385494386,0.22058823529408403,0.9420097388224878,0.8364849833149678,0.13484820264481356,0.051928216876670735,0.0074108610661153,N
0.029305966777649073,0.9792130687722593,0.5012568438326417,0.11597879222158193,0.3604629872147668,0.6468155310273157,0.4738286564359531,0.05090525948231206,0.03181189488244046,0.04779411764701916,0.8942009738822487,0.5161290322585607,0.07506053268765174,0.021573119511263873,0.00241504607737363,N
0.03137009021631348,0.9593176749061951,0.4903414054155938,0.11460363873346152,0.36928687798672266,0.6442265968767225,0.4727154375678834,0.05015102931904052,0.011987090825271498,0.18749999999996408,0.9300575475874278,0.8645161290324039,0.04544607934438463,0.018136693394425404,0.0014177762259328323,N
0.02912322623859902,0.9593469450300598,0.47742307665052913,0.11450740763742531,0.37758226683983087,0.6534353526797091,0.48996154261972796,0.04933253664742237,0.07053941908714292,0.6580882352940971,0.9305002213368746,0.8630354309890417,0.042093499720618585,0.018709431080565178,0.0020471227115925446,N
0.028029010256237066,0.9583019328814603,0.4948002674314655,0.11436390764235473,0.36453850886626094,0.6405246112001193,0.473198932696083,0.05053675980481119,0.12402028584601756,0.24999999999996408,0.830013280212483,0.741546832491525,0.04265226299124629,0.40416189385261775,0.0856066025261847,N
0.12819465032104077,0.8449127581896391,0.48814501981037,0.11404627016165904,0.4152119018677287,0.5862332231210498,0.47250673963495726,0.04990332444165784,0.008298755186727996,0.275735294117614,0.9442231075697213,0.8330995792428135,0.4186999441236752,0.10633829705994703,0.014737012612565933,N
0.028997621992570936,0.959633176469816,0.4888774817058802,0.11452254756092187,0.36925707820261805,0.6454326622637107,0.47264300647031154,0.05009626137047613,0.011526048870453458,0.18014705882349408,0.9296148738379814,0.8660470202297773,0.12814304339728133,0.017563955708285634,0.001058111992021669,N
0.02880601154912946,0.9585729437231975,0.4888902666874151,0.11443216740098619,0.3691601043339517,0.644871631829525,0.4726918964237187,0.05009996140093326,0.011526048870453458,0.18749999999996408,0.9305002213368746,0.8630354309890417,0.04153473644999088,0.017563955708285634,0.00105084301113529,N
0.028904852243129164,0.9587122576550995,0.48900608904219195,0.11444825867776545,0.36912176793232765,0.6448617286504463,0.4726968034567676,0.05010630523893025,0.011526048870453458,0.18749999999996408,0.9305002213368746,0.8630354309890417,0.04153473644999088,0.01775486827033228,0.0010674442315754843,N
0.028934681733641714,0.9587405849938985,0.48904382536465424,0.11445203692185994,0.3691081903226986,0.6448496195772797,0.47269905911186827,0.050108390354918424,0.011526048870453458,0.18749999999996408,0.9305002213368746,0.8630354309890417,0.04172099087353351,0.018327605956472055,0.0010737945589205393,N
0.028956760747323427,0.9586310061576612,0.48896210413838453,0.11444498530088837,0.36917728667885685,0.6448507335669423,0.472691255338342,0.050102551633386276,0.011526048870453458,0.19117647058820073,0.9309428950863214,0.8616024973986911,0.042279754144161207,0.017563955708285634,0.0010770383519767852,N
0.028720210562143612,0.9587070259672114,0.4888873115642917,0.11443755416888969,0.3691229457338817,0.6449435348962004,0.4726916404620978,0.05010105660582448,0.011526048870453868,0.18382352941173397,0.9300575475874282,0.8645161290324027,0.04153473644999088,0.017945780832378758,0.0010445230903286262,N
0.029605691589458832,0.9589344344239868,0.4896805334903433,0.11450113849256838,0.36895590232565895,0.6444974102621167,0.47273577054045623,0.05013947868896806,0.011065006915635417,0.1874999999999608,0.930942895086321,0.8616024973986924,0.041907245297075964,0.02443680794196274,0.001192592230077358,N
0.029525373696232416,0.9574670437715319,0.48907745426547866,0.11439071804511748,0.3693544179373714,0.6441627119701046,0.47271191311329064,0.05010178251833947,0.013370216689725208,0.23529411764702732,0.9344842850818947,0.8516129032259645,0.048239895697523134,0.010118365788468755,0.001237577745436377,N
0.022651918524158977,0.9634473703075511,0.48596455956157336,0.11447203513878332,0.3684536528467276,0.6494912642096337,0.4721974022017265,0.04991515664613793,0.012909174734907578,0.1470588235293741,0.9243027888446209,0.8894989704874257,0.03427081393183093,0.017373043146239324,0.0004562205418938626,N
0.030032600085313527,0.9596522053779253,0.4894304760608585,0.11457193076263947,0.36933188900433817,0.6450490217002854,0.4726609998735816,0.05011681877992475,0.011526048870453049,0.1874999999999608,0.9305002213368746,0.8630354309890417,0.04134848202644859,0.01699121802214569,0.001179934005079842,N
0.028594456924304543,0.9587594631201478,0.48877246729263374,0.11443443262251293,0.36914825169168314,0.6450525630374218,0.472681861900267,0.05009506255309879,0.011526048870453868,0.18014705882349408,0.929614873837981,0.8660470202297786,0.040975973179363016,0.01680030546009955,0.0010161031181809307,N
0.028664720606046603,0.9588411385796596,0.4888755482199843,0.11444471689263143,0.3691060254042442,0.6450217222719824,0.4726886690345655,0.050101095615481865,0.011065006915635417,0.17647058823526068,0.9296148738379818,0.8660470202297759,0.04078971875582089,0.016609392898052733,0.0010195853457081203,N
0.02873385085223362,0.9588727938029002,0.4889204494474251,0.11445101044207938,0.3691052735711227,0.6450062466059725,0.472689730289176,0.050103113239646564,0.011065006915635417,0.17647058823526068,0.9296148738379818,0.8660470202297759,0.0406034643322781,0.01699121802214569,0.0010283724835378598,N
0.028799920785488167,0.9588037595029707,0.48890413561240476,0.11444940570115521,0.3691473046938466,0.6449819189806608,0.4726864700980601,0.05010099607601929,0.011065006915636236,0.18014705882349408,0.9300575475874274,0.8645161290324054,0.040975973179363016,0.01680030546009955,0.0010419581863410242,N
