peak_pos,onset,diastolic_notch,asp,adp,adn,rp,d1,d2,rd,rn,T1,T2,TP,ST,pi2pi_pr,pi2pi_po,area_peak,annotation
0.0,0.0,0.0,0.083267020494087,0.6597826652737239,0.465811020150466,0.07972052044629911,0.32076850916285404,0.7421408517287136,0.06122272261009773,0.7720779724974288,0.043126684636121335,0.11386138613870614,0.85390428211587,0.7130124777179724,0.0,0.03369012107387201,0.003123947842880679,N
0.0006300521468691771,0.001132765982166197,0.0011908884742998225,0.08489598101382326,0.661977449142744,0.45855116258825945,0.07979328877520168,0.3263433830293336,0.7484642479216493,0.06052791153549271,0.771853099568453,0.38140161725067784,0.24257425742581692,0.5705289672544127,0.5667892156858801,0.04871307652444288,0.02596946832777625,0.0,N
0.0011617982850069932,0.001132765982166197,0.0011908884742998225,0.08764630602404419,0.661977449142744,0.45855116258825945,0.07982243746493208,0.32803827917608064,0.7484642479216493,0.060395724043839465,0.7718463118223654,0.06064690026954429,0.24257425742581692,0.870277078085643,0.6777493606134214,0.04111245465538092,0.07474995613265424,0.003797270091793244,N
0.0023146596601293173,0.002278937478914243,0.0023035760168914014,0.09156088215103812,0.656699933352549,0.4716120245761737,0.07975484664907892,0.32222714189566753,0.7356822241878302,0.061315345715039854,0.7721553760503262,0.036388140161727776,0.16831683168325293,0.874055415617129,0.6722689075626358,0.08913456555536356,0.028075100894893252,0.0021285243284536143,N
0.002873216527921141,0.0028173923146184903,0.0029135432842157007,0.09844090412274936,0.6494901664224487,0.44168256552258733,0.07969694084406129,0.34531145290360465,0.7445520752468769,0.059538815585760484,0.7714757288638839,0.0673854447439383,0.32673267326739064,0.8853904282115872,0.6592292089245594,0.043185351528761434,0.032286366029127336,0.0018266870027517463,N
0.0034853948550209795,0.0034094692086501315,0.00346988705551149,0.0894500276206466,0.6604137143655983,0.46158144982594906,0.07980737196076114,0.3272418692242563,0.7451397340792917,0.0606840772262892,0.7719199059240669,0.03369272237197065,0.24752475247532177,0.8967254408060453,0.6496927129056677,0.04733114527552253,0.02596946832777621,0.001614138807548384,N
0.004017140993158795,0.003963563811366535,0.004075385698166747,0.08405343275264783,0.6623559677788162,0.44973064472833324,0.07979238319641373,0.3313778201849509,0.7537264816460391,0.059453345753336946,0.7715939041717185,0.078167115902968,0.36138613861392127,0.8841309823677586,0.6604747162018804,0.04111245465538088,0.03140901912616192,0.0010633041499212884,N
0.004618148182902798,0.004557874957828486,0.004613854970786366,0.09151693560512618,0.6597105626631553,0.4444573078325481,0.07981287076662708,0.3392974760705531,0.7538345912745262,0.058589793970126196,0.7714956621313734,0.04043126684636406,0.23762376237631427,0.8879093198992448,0.656862745097649,0.046467438244947326,0.024741182663624586,0.0015079586446158514,N
0.005134254728742443,0.00506505025950842,0.005170198742082155,0.1028548256452977,0.6597940146182704,0.4516422737922742,0.07989549198030454,0.3417606172501879,0.7499625708168296,0.059105256354000796,0.7716896510271379,0.06469002695418058,0.34653465346540785,0.8929471032745596,0.6525735294113741,0.03990326481257554,0.07527636427443356,0.003990854104108745,N
0.006293818786278269,0.0062447355427110865,0.006307463720353468,0.09754496287437509,0.6643525142987834,0.4435308526655606,0.07993968955733896,0.3435955898925438,0.7592558662570102,0.05582750719003447,0.7715095893108588,0.05121293800539376,0.25247524752482775,0.8816120906801015,0.6631016042776847,0.08965278977370876,0.29250745744867473,0.03362201719281808,N
