peak_pos,onset,diastolic_notch
503,451.0,522.0
786,827.0,884.0
1222,1418.0,1471.0
1282,1418.0,1471.0
1358,1418.0,1471.0
1408,1418.0,1471.0
1835,1881.0,1961.0
1944,1881.0,1961.0
2029,2002.0,2041.0
2190,2204.0,2239.0
2248,2309.0,2360.0
2378,2426.0,2487.0
3101,3143.0,3220.0
3222,3290.0,3335.0
3312,3290.0,3335.0
3447,3506.0,3544.0
3528,3506.0,3544.0
3604,3585.0,3648.0
3662,3723.0,3763.0
3744,3723.0,3763.0
3827,3807.0,3846.0
3909,3889.0,3928.0
3988,3968.0,4007.0
4067,4047.0,4086.0
4142,4123.0,4161.0
4218,4199.0,4237.0
4294,4275.0,4313.0
4370,4351.0,4388.0
4444,4425.0,4462.0
4518,4499.0,4536.0
4593,4574.0,4612.0
4656,4640.0,4676.0
4736,4716.0,4779.0
4793,4847.0,4884.0
4866,4847.0,4884.0
4936,4918.0,4981.0
4996,5054.0,5119.0
5074,5054.0,5119.0
5133,5184.0,5221.0
5203,5184.0,5221.0
5278,5259.0,5321.0
5335,5396.0,5462.0
5418,5396.0,5462.0
5476,5520.0,5556.0
5537,5520.0,5556.0
5618,5597.0,5637.0
5686,5669.0,5728.0
5746,5730.0,5765.0
5829,5808.0,5848.0
5912,5892.0,5931.0
5994,5974.0,6013.0
6076,6055.0,6095.0
6155,6135.0,6174.0
6234,6215.0,6253.0
6311,6292.0,6330.0
6388,6369.0,6407.0
6464,6445.0,6483.0
6540,6521.0,6559.0
6617,6598.0,6636.0
6693,6674.0,6713.0
6760,6743.0,6777.0
6843,6821.0,6894.0
6909,6961.0,6997.0
6979,6961.0,6997.0
7051,7033.0,7096.0
7111,7173.0,7244.0
7194,7173.0,7244.0
7259,7306.0,7342.0
7323,7306.0,7342.0
7473,7457.0,7515.0
7534,7517.0,7552.0
7615,7594.0,7634.0
7806,7765.0,7827.0
7858,7897.0,7955.0
8077,8163.0,8210.0
8148,8163.0,8210.0
8246,8332.0,8400.0
8279,8332.0,8400.0
8414,8472.0,8541.0
8556,8602.0,8649.0
8690,8752.0,8787.0
8897,8937.0,9034.0
9107,9085.0,9123.0
9285,9338.0,9373.0
9519,9568.0,9642.0
9836,9803.0,9856.0
9890,9959.0,10028.0
10113,10131.0,10167.0
10177,10291.0,10329.0
10234,10291.0,10329.0
10311,10291.0,10329.0
10383,10366.0,10424.0
10440,10494.0,10587.0
10818,10894.0,10957.0
11006,11013.0,11062.0
11073,11104.0,11154.0
11136,11104.0,11154.0
11283,11272.0,11339.0
11362,11418.0,11454.0
11522,11566.0,11647.0
11742,11829.0,11904.0
11809,11829.0,11904.0
12258,12314.0,12387.0
12401,12467.0,12502.0
12555,12538.0,12600.0
12615,12659.0,12694.0
12675,12659.0,12694.0
12754,12734.0,12802.0
12817,12876.0,12915.0
12896,12876.0,12915.0
12961,12945.0,13004.0
13023,13006.0,13042.0
13106,13085.0,13125.0
13189,13169.0,13209.0
13269,13249.0,13314.0
13328,13398.0,13440.0
13499,13480.0,13518.0
13575,13556.0,13594.0
13727,13707.0,13743.0
13802,13783.0,13818.0
13879,13858.0,13899.0
13953,13934.0,13974.0
14030,14009.0,14080.0
14095,14158.0,14229.0
14239,14291.0,14330.0
14314,14291.0,14330.0
14387,14368.0,14437.0
14447,14505.0,14543.0
14524,14505.0,14543.0
14593,14576.0,14642.0
14653,14714.0,14787.0
14735,14714.0,14787.0
14798,14842.0,14886.0
14862,14842.0,14886.0
14947,14926.0,14963.0
15034,15011.0,15055.0
15113,15092.0,15131.0
15192,15172.0,15211.0
15351,15330.0,15368.0
15427,15407.0,15446.0
15506,15485.0,15564.0
16286,16317.0,16382.0
16354,16317.0,16382.0
16570,16640.0,16681.0
17604,17616.0,17682.0
17730,17756.0,17798.0
17886,17913.0,17966.0
18366,18386.0,18432.0
18795,18775.0,18813.0
18878,18858.0,18895.0
18961,18940.0,18980.0
19043,19022.0,19062.0
19124,19104.0,19187.0
19208,19263.0,19331.0
19534,19576.0,19639.0
19613,19576.0,19639.0
19787,19824.0,19878.0
20209,20182.0,20221.0
20358,20389.0,20471.0
21449,21486.0,21525.0
22055,22034.0,22074.0
22140,22119.0,22159.0
22225,22204.0,22244.0
22311,22290.0,22331.0
22397,22376.0,22417.0
22483,22462.0,22503.0
22570,22549.0,22589.0
22657,22636.0,22677.0
22743,22722.0,22814.0
22825,22845.0,22901.0
22993,22975.0,23026.0
23181,23194.0,23251.0
23265,23332.0,23373.0
23354,23332.0,23373.0
23442,23420.0,23461.0
23528,23507.0,23547.0
23615,23594.0,23634.0
23702,23681.0,23721.0
23789,23768.0,23809.0
23875,23854.0,23895.0
23961,23940.0,23981.0
24047,24026.0,24067.0
24134,24113.0,24154.0
24220,24199.0,24239.0
24306,24285.0,24326.0
24392,24371.0,24412.0
24478,24457.0,24497.0
24564,24543.0,24583.0
24653,24631.0,24673.0
24740,24719.0,24759.0
24829,24807.0,24849.0
24918,24897.0,24938.0
25007,24985.0,25026.0
25095,25073.0,25114.0
25183,25161.0,25202.0
25613,25664.0,25706.0
26475,26518.0,26570.0
26593,26660.0,26718.0
26673,26660.0,26718.0
27014,27071.0,27124.0
27349,27378.0,27434.0
27544,27517.0,27556.0
27799,27809.0,27852.0
27952,27982.0,28034.0
28411,28366.0,28431.0
28582,28561.0,28599.0
28667,28646.0,28683.0
28752,28731.0,28771.0
28837,28816.0,28857.0
28923,28902.0,28943.0
29009,28988.0,29029.0
29098,29076.0,29117.0
29186,29164.0,29205.0
29274,29252.0,29293.0
29362,29341.0,29382.0
29452,29430.0,29474.0
29987,30026.0,30115.0
30061,30026.0,30115.0
30153,30182.0,30224.0
30245,30298.0,30382.0
30433,30460.0,30525.0
30826,30771.0,30854.0
30943,30994.0,31019.0
31211,31256.0,31343.0
31472,31497.0,31588.0
31653,31630.0,31672.0
31741,31719.0,31759.0
31940,31903.0,31954.0
32007,31985.0,32026.0
32095,32073.0,32114.0
32183,32162.0,32203.0
32272,32250.0,32291.0
32360,32338.0,32379.0
32448,32427.0,32468.0
32537,32516.0,32557.0
32626,32605.0,32646.0
32715,32694.0,32735.0
32804,32782.0,32823.0
32893,32871.0,32913.0
32982,32961.0,33002.0
33071,33050.0,33091.0
33158,33137.0,33177.0
33245,33224.0,33265.0
33331,33310.0,33351.0
33418,33397.0,33438.0
33504,33483.0,33523.0
33589,33568.0,33609.0
33678,33656.0,33697.0
33766,33744.0,33785.0
33852,33831.0,33871.0
33941,33919.0,33960.0
34029,34007.0,34048.0
34117,34095.0,34136.0
34202,34181.0,34222.0
34288,34267.0,34308.0
34375,34354.0,34395.0
34461,34440.0,34481.0
34547,34526.0,34567.0
34634,34613.0,34653.0
34721,34700.0,34741.0
34807,34786.0,34826.0
34892,34871.0,34912.0
34979,34958.0,34998.0
35066,35045.0,35085.0
35155,35133.0,35174.0
35243,35221.0,35262.0
35331,35309.0,35350.0
35416,35395.0,35435.0
35504,35482.0,35523.0
35592,35570.0,35611.0
35681,35659.0,35701.0
35771,35749.0,35791.0
35863,35841.0,35882.0
35949,35977.0,36032.0
36036,36054.0,36149.0
36829,36836.0,36891.0
36908,36914.0,36950.0
36984,37048.0,37086.0
37069,37048.0,37086.0
37155,37134.0,37175.0
37244,37222.0,37264.0
37333,37312.0,37353.0
37422,37400.0,37441.0
37510,37488.0,37529.0
37598,37577.0,37618.0
37687,37666.0,37707.0
37776,37755.0,37796.0
37865,37843.0,37884.0
37954,37932.0,37974.0
38043,38021.0,38062.0
38131,38109.0,38150.0
38219,38198.0,38239.0
38308,38286.0,38327.0
38396,38375.0,38416.0
38485,38464.0,38505.0
38574,38553.0,38594.0
38663,38642.0,38683.0
38752,38731.0,38772.0
38844,38822.0,38864.0
38934,38912.0,38954.0
39026,39003.0,39045.0
39117,39095.0,39137.0
39207,39185.0,39227.0
39299,39277.0,39319.0
39391,39369.0,39411.0
39480,39458.0,39500.0
39572,39550.0,39592.0
39751,39730.0,39771.0
39921,39888.0,39940.0
40037,40018.0,40050.0
40192,40155.0,40204.0
40282,40339.0,40394.0
40738,40761.0,40803.0
40932,40969.0,41019.0
41176,41193.0,41239.0
41350,41320.0,41367.0
41435,41412.0,41463.0
41608,41587.0,41625.0
41697,41675.0,41716.0
41783,41762.0,41802.0
41872,41850.0,41891.0
41960,41939.0,41980.0
42049,42028.0,42069.0
42138,42117.0,42158.0
42230,42207.0,42250.0
42319,42297.0,42339.0
42409,42387.0,42429.0
42499,42477.0,42519.0
42589,42567.0,42609.0
42679,42657.0,42699.0
42768,42747.0,42788.0
42858,42836.0,42878.0
42947,42926.0,42967.0
43037,43015.0,43057.0
43126,43104.0,43145.0
43215,43193.0,43235.0
43304,43282.0,43323.0
43390,43369.0,43409.0
43479,43457.0,43499.0
43568,43546.0,43587.0
43656,43634.0,43675.0
43744,43723.0,43764.0
43833,43812.0,43853.0
43922,43901.0,43942.0
44011,43990.0,44031.0
44098,44077.0,44118.0
44184,44163.0,44204.0
44273,44251.0,44293.0
44362,44340.0,44381.0
45038,45085.0,45131.0
45357,45336.0,45373.0
45439,45418.0,45455.0
45522,45501.0,45541.0
45608,45587.0,45628.0
45694,45673.0,45713.0
45779,45758.0,45798.0
45864,45843.0,45883.0
45949,45928.0,45968.0
46034,46013.0,46054.0
46120,46099.0,46139.0
46205,46184.0,46224.0
46288,46267.0,46307.0
46374,46352.0,46393.0
46459,46438.0,46478.0
46542,46521.0,46561.0
46628,46606.0,46647.0
46713,46692.0,46732.0
46876,46936.0,46998.0
47308,47268.0,47369.0
47380,47433.0,47483.0
47551,47572.0,47628.0
47633,47654.0,47713.0
47924,47880.0,47935.0
48161,48269.0,48303.0
48513,48492.0,48531.0
48602,48580.0,48621.0
48690,48669.0,48710.0
48780,48758.0,48805.0
48868,48845.0,48888.0
48955,48933.0,48980.0
49129,49109.0,49150.0
49215,49195.0,49233.0
49301,49279.0,49320.0
49386,49365.0,49406.0
49470,49451.0,49488.0
49556,49534.0,49574.0
49641,49620.0,49661.0
49728,49707.0,49747.0
49817,49795.0,49836.0
49903,49882.0,49922.0
49992,49970.0,50011.0
50080,50059.0,50100.0
50170,50148.0,50189.0
50257,50238.0,50287.0
50443,50419.0,50458.0
50526,50508.0,50549.0
50980,50959.0,50997.0
51251,51230.0,51279.0
51431,51409.0,51451.0
51521,51499.0,51541.0
51611,51589.0,51631.0
51701,51679.0,51721.0
51791,51769.0,51811.0
51881,51859.0,51901.0
51973,51951.0,51993.0
52063,52041.0,52083.0
52153,52131.0,52173.0
52245,52222.0,52265.0
52334,52312.0,52354.0
52423,52402.0,52443.0
52513,52491.0,52533.0
52602,52580.0,52621.0
52690,52669.0,52710.0
52779,52758.0,52799.0
52868,52847.0,52888.0
52957,52936.0,52977.0
53047,53025.0,53067.0
53137,53115.0,53157.0
53227,53205.0,53247.0
53317,53295.0,53337.0
53407,53385.0,53427.0
53497,53475.0,53517.0
53587,53565.0,53607.0
53679,53656.0,53699.0
53768,53746.0,53788.0
53858,53836.0,53878.0
53947,53926.0,53967.0
54037,54015.0,54057.0
54127,54105.0,54147.0
54216,54195.0,54236.0
54308,54286.0,54328.0
54398,54376.0,54418.0
54490,54467.0,54509.0
54581,54559.0,54601.0
54672,54650.0,54692.0
55718,55698.0,55737.0
55804,55782.0,55821.0
55889,55868.0,55907.0
55975,55954.0,55995.0
56061,56040.0,56081.0
56236,56215.0,56260.0
56936,56916.0,56954.0
57287,57265.0,57306.0
57373,57352.0,57393.0
57459,57438.0,57478.0
57545,57524.0,57564.0
57632,57611.0,57651.0
57721,57699.0,57740.0
57807,57786.0,57826.0
57896,57874.0,57915.0
57982,57961.0,58001.0
58069,58048.0,58089.0
58155,58134.0,58175.0
58242,58221.0,58261.0
58329,58308.0,58348.0
59473,59452.0,59492.0
59558,59539.0,59611.0
59651,59664.0,59715.0
59743,59801.0,59837.0
60164,60145.0,60182.0
60250,60229.0,60269.0
60335,60314.0,60355.0
60421,60400.0,60441.0
60507,60486.0,60527.0
60594,60573.0,60614.0
60680,60659.0,60699.0
60768,60747.0,60788.0
60857,60836.0,60924.0
60944,61004.0,61061.0
61128,61103.0,61141.0
61548,61561.0,61657.0
61815,61879.0,61976.0
61993,62058.0,62099.0
62168,62147.0,62188.0
62257,62236.0,62277.0
62346,62324.0,62365.0
62434,62413.0,62454.0
62521,62500.0,62540.0
62610,62588.0,62629.0
62695,62674.0,62715.0
62781,62760.0,62801.0
62868,62847.0,62887.0
62955,62934.0,62974.0
63042,63021.0,63062.0
63128,63107.0,63148.0
