peak_pos,onset,diastolic_notch
100,0.0,129.0
183,158.0,244.0
272,329.0,377.0
871,983.0,1043.0
1028,983.0,1043.0
1143,1110.0,1182.0
1469,1509.0,1567.0
1727,1664.0,1757.0
1957,1980.0,2057.0
2138,2160.0,2208.0
2214,2228.0,2270.0
2345,2292.0,2358.0
2522,2554.0,2631.0
2752,2692.0,2783.0
2832,2867.0,2923.0
2908,2867.0,2923.0
3061,3148.0,3178.0
3296,3276.0,3310.0
3372,3340.0,3396.0
3444,3421.0,3476.0
3552,3516.0,3580.0
3636,3609.0,3660.0
3711,3685.0,3737.0
3799,3769.0,3828.0
3903,3869.0,3932.0
3993,3964.0,4018.0
4069,4044.0,4099.0
4173,4139.0,4201.0
4258,4230.0,4283.0
4335,4309.0,4358.0
4435,4400.0,4460.0
4497,4478.0,4530.0
4609,4572.0,4645.0
4685,4664.0,4705.0
4783,4752.0,4805.0
4874,4841.0,4904.0
4959,4925.0,4979.0
5040,5013.0,5075.0
5089,5169.0,5232.0
5202,5169.0,5232.0
5294,5247.0,5308.0
5358,5335.0,5384.0
5455,5422.0,5474.0
5544,5518.0,5558.0
5634,5599.0,5662.0
5675,5756.0,5838.0
5806,5756.0,5838.0
5885,5860.0,5910.0
5974,5941.0,6004.0
6010,6098.0,6176.0
6137,6098.0,6176.0
6192,6263.0,6328.0
6300,6263.0,6328.0
6390,6361.0,6415.0
6480,6450.0,6506.0
6568,6538.0,6592.0
6636,6614.0,6665.0
6740,6706.0,6768.0
6824,6797.0,6850.0
6915,6883.0,6945.0
6958,7045.0,7118.0
7085,7045.0,7118.0
7172,7146.0,7198.0
7266,7233.0,7290.0
7335,7313.0,7366.0
7446,7410.0,7475.0
7533,7506.0,7561.0
7627,7595.0,7652.0
7699,7676.0,7728.0
7808,7771.0,7868.0
7908,7961.0,8041.0
8014,7961.0,8041.0
8068,8132.0,8170.0
8180,8223.0,8327.0
8271,8223.0,8327.0
8356,8389.0,8438.0
8420,8389.0,8438.0
8619,8591.0,8638.0
8707,8743.0,8820.0
8789,8743.0,8820.0
8988,8938.0,9035.0
9054,9132.0,9188.0
9161,9132.0,9188.0
9240,9295.0,9348.0
9317,9295.0,9348.0
9424,9357.0,9454.0
9511,9484.0,9533.0
9588,9561.0,9618.0
9695,9660.0,9724.0
9782,9755.0,9809.0
9873,9842.0,9899.0
9963,9932.0,10000.0
10015,10097.0,10163.0
10136,10097.0,10163.0
10195,10178.0,10227.0
10310,10272.0,10339.0
10398,10370.0,10424.0
10490,10459.0,10515.0
10566,10541.0,10594.0
10666,10633.0,10694.0
10750,10723.0,10776.0
10837,10807.0,10870.0
10884,10950.0,11048.0
10985,10950.0,11048.0
11078,11146.0,11221.0
11183,11146.0,11221.0
11956,11932.0,11988.0
12001,12094.0,12169.0
12136,12094.0,12169.0
12210,12189.0,12241.0
12315,12283.0,12347.0
12446,12606.0,12675.0
12582,12606.0,12675.0
12657,12606.0,12675.0
12770,12714.0,12802.0
12867,12841.0,12898.0
12933,13087.0,13131.0
12988,13087.0,13131.0
13301,13322.0,13393.0
13558,13572.0,13628.0
13861,13800.0,13870.0
13876,13984.0,14067.0
14287,14243.0,14295.0
14385,14431.0,14474.0
14551,14604.0,14674.0
14752,14693.0,14794.0
14944,15029.0,15083.0
15158,15127.0,15170.0
15276,15283.0,15357.0
15337,15283.0,15357.0
15498,15611.0,15647.0
15635,15611.0,15647.0
15709,15720.0,15779.0
15803,15816.0,15863.0
15846,15816.0,15863.0
16096,16022.0,16126.0
16146,16293.0,16332.0
16247,16293.0,16332.0
16350,16519.0,16572.0
16483,16519.0,16572.0
16953,16961.0,17040.0
17116,17105.0,17173.0
17201,17275.0,17349.0
17366,17508.0,17557.0
17489,17508.0,17557.0
17692,17724.0,17794.0
17947,18013.0,18056.0
18035,18013.0,18056.0
18295,18332.0,18384.0
18396,18429.0,18535.0
18584,18594.0,18659.0
18669,18708.0,18811.0
18857,18865.0,18913.0
18970,19035.0,19086.0
19058,19035.0,19086.0
19159,19111.0,19185.0
19238,19211.0,19247.0
19334,19280.0,19349.0
19417,19461.0,19509.0
19604,19658.0,19709.0
19688,19658.0,19709.0
19757,19733.0,19788.0
19868,19832.0,19899.0
19962,19932.0,19988.0
20055,20024.0,20082.0
20126,20107.0,20160.0
20490,20534.0,20569.0
20765,20748.0,20780.0
21127,21165.0,21258.0
21327,21353.0,21433.0
21514,21477.0,21526.0
21581,21629.0,21776.0
21735,21898.0,21969.0
21933,21898.0,21969.0
22120,22179.0,22277.0
22197,22179.0,22277.0
22318,22440.0,22507.0
22405,22440.0,22507.0
22456,22440.0,22507.0
22696,22680.0,22746.0
22870,22916.0,22965.0
22954,23073.0,23139.0
23025,23073.0,23139.0
23316,23321.0,23422.0
23387,23321.0,23422.0
23493,23537.0,23575.0
23699,23659.0,23729.0
24038,24015.0,24074.0
24167,24267.0,24348.0
24404,24382.0,24465.0
24493,24529.0,24588.0
24762,24726.0,24786.0
25097,25169.0,25250.0
25218,25169.0,25250.0
25292,25271.0,25323.0
25403,25366.0,25431.0
25488,25461.0,25513.0
25580,25548.0,25610.0
25623,25711.0,25786.0
25752,25711.0,25786.0
25843,25815.0,25871.0
25938,25906.0,25963.0
26009,25986.0,26038.0
26114,26079.0,26143.0
26203,26174.0,26228.0
26292,26261.0,26324.0
26338,26422.0,26490.0
26462,26422.0,26490.0
26521,26504.0,26545.0
26595,26569.0,26632.0
26725,26684.0,26760.0
26818,26790.0,26844.0
26907,26867.0,26922.0
26975,26957.0,27002.0
27080,27052.0,27103.0
27164,27128.0,27217.0
27259,27276.0,27326.0
27309,27276.0,27326.0
27416,27366.0,27441.0
27494,27464.0,27507.0
27601,27575.0,27619.0
27694,27666.0,27716.0
27770,27747.0,27801.0
27879,27843.0,27907.0
27962,27936.0,27992.0
28062,28029.0,28089.0
28152,28122.0,28177.0
28225,28202.0,28257.0
28334,28298.0,28362.0
28420,28393.0,28448.0
28514,28482.0,28544.0
28557,28647.0,28721.0
28688,28647.0,28721.0
28776,28749.0,28797.0
28844,28821.0,28873.0
28949,28914.0,28979.0
29045,29014.0,29072.0
29136,29106.0,29162.0
29227,29196.0,29252.0
29301,29277.0,29372.0
29403,29469.0,29512.0
29485,29469.0,29512.0
29596,29713.0,29779.0
29753,29713.0,29779.0
29845,29822.0,29871.0
29958,29916.0,30033.0
30007,30130.0,30185.0
30118,30130.0,30185.0
30204,30272.0,30344.0
30302,30272.0,30344.0
30324,30272.0,30344.0
30558,30518.0,30569.0
30661,30625.0,30734.0
30675,30625.0,30734.0
30827,30846.0,30944.0
30997,31032.0,31076.0
31051,31032.0,31076.0
31169,31141.0,31180.0
31357,31394.0,31504.0
31526,31598.0,31641.0
31631,31598.0,31641.0
31710,31684.0,31736.0
31802,31771.0,31837.0
31852,31935.0,32006.0
31975,31935.0,32006.0
32061,32035.0,32086.0
32144,32116.0,32165.0
32198,32206.0,32251.0
32323,32283.0,32351.0
32386,32368.0,32412.0
32474,32444.0,32504.0
32580,32545.0,32614.0
32628,32712.0,32784.0
32753,32712.0,32784.0
32828,32806.0,32858.0
32933,32898.0,32960.0
33018,32990.0,33044.0
33108,33077.0,33139.0
33152,33237.0,33308.0
33276,33237.0,33308.0
33361,33336.0,33388.0
33453,33421.0,33485.0
33499,33569.0,33627.0
33612,33569.0,33627.0
33742,33685.0,33770.0
33794,33893.0,33960.0
33871,33893.0,33960.0
33963,34010.0,34077.0
34248,34210.0,34265.0
34305,34381.0,34452.0
34496,34505.0,34540.0
34555,34645.0,34711.0
34847,34853.0,34912.0
34894,34853.0,34912.0
35012,34960.0,35045.0
35097,35072.0,35120.0
35181,35136.0,35222.0
35239,35319.0,35372.0
35357,35319.0,35372.0
35421,35399.0,35438.0
35528,35568.0,35638.0
35615,35568.0,35638.0
35710,35680.0,35736.0
35799,35769.0,35824.0
35872,35848.0,35900.0
35973,35939.0,36001.0
36058,36031.0,36084.0
36148,36117.0,36180.0
36194,36279.0,36351.0
36319,36279.0,36351.0
36407,36380.0,36434.0
36499,36467.0,36530.0
36543,36630.0,36703.0
36670,36630.0,36703.0
36758,36731.0,36785.0
36849,36818.0,36880.0
36894,36940.0,37005.0
36967,36940.0,37005.0
37100,37058.0,37135.0
37191,37163.0,37211.0
37255,37233.0,37283.0
37355,37321.0,37384.0
37451,37420.0,37477.0
37541,37510.0,37572.0
37585,37665.0,37735.0
37704,37665.0,37735.0
37800,37769.0,37825.0
37887,37857.0,37912.0
37973,37944.0,37998.0
38046,38023.0,38076.0
38146,38112.0,38173.0
38231,38203.0,38257.0
38320,38290.0,38343.0
38376,38359.0,38405.0
38489,38452.0,38519.0
38576,38549.0,38602.0
38665,38635.0,38701.0
38717,38798.0,38868.0
38836,38798.0,38868.0
38925,38898.0,38952.0
39017,38985.0,39049.0
39063,39149.0,39217.0
39190,39149.0,39217.0
39248,39232.0,39279.0
39359,39322.0,39389.0
39461,39428.0,39490.0
39556,39524.0,39582.0
39647,39616.0,39672.0
39720,39697.0,39750.0
39830,39794.0,39859.0
39921,39892.0,39948.0
40017,39984.0,40046.0
40059,40148.0,40226.0
40644,40678.0,40766.0
40811,40887.0,40928.0
41375,41319.0,41390.0
41732,41756.0,41813.0
42577,42656.0,42732.0
42698,42656.0,42732.0
42781,42757.0,42812.0
42880,42846.0,42905.0
42959,42933.0,42986.0
43055,43023.0,43081.0
43140,43112.0,43165.0
43226,43197.0,43251.0
43314,43284.0,43339.0
43398,43369.0,43423.0
43484,43454.0,43507.0
43541,43524.0,43606.0
43681,43628.0,43713.0
43740,43880.0,43948.0
43924,43880.0,43948.0
43924,43880.0,43948.0
44059,44019.0,44084.0
44179,44132.0,44236.0
44391,44367.0,44419.0
44479,44450.0,44503.0
44560,44532.0,44584.0
44643,44615.0,44667.0
44711,44689.0,44739.0
44803,44771.0,44827.0
44860,44843.0,44886.0
44951,44920.0,44977.0
45039,45010.0,45065.0
45121,45094.0,45146.0
45202,45174.0,45226.0
45282,45255.0,45306.0
45362,45335.0,45386.0
45429,45409.0,45493.0
45825,45807.0,45856.0
46069,46110.0,46174.0
46225,46207.0,46237.0
46932,46998.0,47045.0
47128,47080.0,47184.0
47255,47217.0,47273.0
47329,47340.0,47366.0
47565,47539.0,47591.0
47646,47619.0,47670.0
47716,47692.0,47736.0
47792,47765.0,47815.0
47876,47847.0,47901.0
47955,47929.0,47979.0
48034,48007.0,48058.0
48102,48079.0,48126.0
48165,48144.0,48193.0
48256,48224.0,48293.0
48307,48376.0,48439.0
48412,48376.0,48439.0
48483,48461.0,48505.0
48560,48534.0,48583.0
48646,48616.0,48671.0
48720,48695.0,48744.0
48795,48769.0,48818.0
48852,48834.0,48880.0
48953,48919.0,48981.0
49031,49007.0,49055.0
49102,49079.0,49126.0
49257,49239.0,49268.0
49346,49296.0,49390.0
49402,49449.0,49505.0
49583,49549.0,49664.0
49628,49549.0,49664.0
49700,49752.0,49834.0
49878,49926.0,49989.0
50042,50005.0,50061.0
50108,50082.0,50120.0
50263,50239.0,50288.0
50371,50312.0,50398.0
50502,50536.0,50594.0
50685,50626.0,50714.0
50891,50866.0,50915.0
50965,50940.0,50986.0
51038,51013.0,51062.0
51124,51094.0,51149.0
51204,51177.0,51242.0
51259,51322.0,51409.0
51354,51322.0,51409.0
51437,52033.0,52119.0
51517,52033.0,52119.0
51585,52033.0,52119.0
51674,52033.0,52119.0
51754,52033.0,52119.0
51836,52033.0,52119.0
51898,52033.0,52119.0
51971,52033.0,52119.0
52063,52033.0,52119.0
52141,52191.0,52287.0
52265,52191.0,52287.0
53396,53338.0,53416.0
53468,53442.0,53493.0
53557,53527.0,53593.0
53607,53677.0,53741.0
53714,53677.0,53741.0
53795,53769.0,53833.0
53853,53917.0,53977.0
53949,53917.0,53977.0
54032,54005.0,54057.0
54111,54084.0,54134.0
54197,54166.0,54231.0
54244,54312.0,54375.0
54348,54312.0,54375.0
54445,54410.0,54466.0
54516,54497.0,54547.0
54593,54556.0,54604.0
54658,54637.0,54673.0
54741,54707.0,54756.0
54815,54791.0,54863.0
54920,54970.0,55021.0
54986,54970.0,55021.0
55092,55053.0,55114.0
55163,55136.0,55177.0
55259,55220.0,55280.0
55325,55301.0,55384.0
55416,55453.0,55538.0
55552,55618.0,55673.0
55734,55702.0,55751.0
55814,55777.0,55827.0
55905,55867.0,55928.0
55982,55953.0,56034.0
56072,56108.0,56153.0
56128,56108.0,56153.0
56214,56173.0,56242.0
56312,56343.0,56408.0
56379,56343.0,56408.0
56473,56437.0,56490.0
56549,56531.0,56577.0
56626,56601.0,56657.0
56699,56769.0,56823.0
56811,56769.0,56823.0
56893,56928.0,56996.0
56971,56928.0,56996.0
57042,57025.0,57059.0
57141,57105.0,57160.0
57221,57192.0,57237.0
57289,57267.0,57312.0
57344,57398.0,57482.0
57472,57398.0,57482.0
57541,57517.0,57559.0
57641,57604.0,57667.0
57714,57689.0,57740.0
57800,57771.0,57833.0
57846,57922.0,57988.0
57959,57922.0,57988.0
58039,58015.0,58061.0
58117,58090.0,58140.0
58208,58176.0,58233.0
58288,58262.0,58313.0
58359,58335.0,58393.0
58408,58491.0,58562.0
58530,58491.0,58562.0
58616,58589.0,58640.0
58691,58665.0,58718.0
58784,58753.0,58811.0
58867,58840.0,58892.0
58952,58922.0,58986.0
59000,59077.0,59143.0
59114,59077.0,59143.0
59196,59170.0,59216.0
59262,59239.0,59284.0
59341,59313.0,59365.0
59419,59393.0,59443.0
59499,59472.0,59528.0
59600,59566.0,59628.0
