peak_pos,onset,diastolic_notch
71,0.0,86.0
347,409.0,450.0
433,409.0,450.0
509,487.0,538.0
549,625.0,693.0
708,768.0,810.0
793,768.0,810.0
874,851.0,893.0
937,919.0,952.0
1020,997.0,1037.0
1096,1074.0,1114.0
1170,1149.0,1188.0
1241,1220.0,1258.0
1315,1294.0,1332.0
1389,1367.0,1406.0
1463,1441.0,1480.0
1536,1515.0,1556.0
1592,1576.0,1611.0
1681,1655.0,1738.0
1760,1812.0,1886.0
1906,1978.0,2037.0
2064,2081.0,2176.0
2195,2236.0,2302.0
2498,2462.0,2512.0
2574,2552.0,2608.0
2624,2686.0,2727.0
2712,2686.0,2727.0
2791,2769.0,2806.0
2869,2847.0,2909.0
2924,2986.0,3028.0
3011,2986.0,3028.0
3090,3068.0,3108.0
3165,3144.0,3183.0
3240,3219.0,3281.0
3296,3358.0,3400.0
3383,3358.0,3400.0
3461,3440.0,3479.0
3537,3515.0,3555.0
3603,3584.0,3621.0
3667,3648.0,3685.0
3753,3728.0,3771.0
3836,3812.0,3855.0
3894,3878.0,3914.0
3983,3957.0,4000.0
4061,4039.0,4095.0
4108,4176.0,4263.0
4284,4338.0,4377.0
4360,4338.0,4377.0
4497,4579.0,4632.0
4713,4748.0,4807.0
5380,5307.0,5440.0
5852,5905.0,5964.0
5926,5905.0,5964.0
5978,6198.0,6239.0
6059,6198.0,6239.0
6138,6198.0,6239.0
6221,6198.0,6239.0
6299,6277.0,6317.0
6373,6352.0,6391.0
6448,6427.0,6466.0
6523,6501.0,6540.0
6598,6576.0,6615.0
6673,6652.0,6718.0
6748,6728.0,6788.0
6825,6840.0,6885.0
6893,6992.0,7074.0
6980,6992.0,7074.0
7059,6992.0,7074.0
7112,7127.0,7204.0
7340,7387.0,7452.0
7416,7387.0,7452.0
7492,7510.0,7553.0
7542,7510.0,7553.0
7731,7767.0,7829.0
7842,7919.0,8006.0
7953,7919.0,8006.0
8019,8076.0,8128.0
8116,8076.0,8128.0
8322,8386.0,8447.0
8624,8676.0,8730.0
8699,8676.0,8730.0
8743,8821.0,8871.0
8928,8908.0,8967.0
8983,9015.0,9053.0
9033,9015.0,9053.0
9209,9193.0,9225.0
9294,9269.0,9330.0
9344,9407.0,9472.0
9486,9544.0,9586.0
9568,9544.0,9586.0
9657,9632.0,9700.0
9715,9779.0,9821.0
9804,9779.0,9821.0
9880,9859.0,9898.0
9955,9934.0,9973.0
10030,10009.0,10048.0
10105,10083.0,10122.0
10179,10157.0,10196.0
10253,10232.0,10271.0
10328,10306.0,10366.0
10380,10443.0,10485.0
10468,10443.0,10485.0
10546,10524.0,10564.0
10620,10598.0,10637.0
10694,10672.0,10711.0
10767,10746.0,10784.0
10840,10820.0,10894.0
10913,10948.0,11004.0
10964,10948.0,11004.0
11146,11103.0,11178.0
11934,12011.0,12146.0
12335,12298.0,12386.0
12362,12298.0,12386.0
13068,13048.0,13106.0
13612,13657.0,13696.0
13677,13657.0,13696.0
13868,13844.0,13888.0
13928,13911.0,13943.0
14017,13992.0,14034.0
14093,14071.0,14123.0
14134,14211.0,14261.0
14316,14296.0,14354.0
14370,14439.0,14487.0
14542,14522.0,14587.0
14620,14639.0,14717.0
14748,14821.0,14857.0
14907,14883.0,14975.0
14999,15034.0,15078.0
15215,15225.0,15275.0
